product_id,os,storage,aspect,resolution,colour
3315074862,4,1,1,3,1
92916580,4,1,1,3,3
3262447205,4,2,1,4,5
4037547686,4,4,2,4,2
3667934206,4,2,1,3,4
1609351177,3,2,2,4,5
1329465900,3,2,2,3,4
220807417,3,2,3,3,4
2387702815,3,2,1,5,5
3200998373,4,1,3,4,5
2450107027,4,1,2,4,1
2123488516,4,2,2,3,4
2794635951,4,2,1,3,2
2607602136,4,1,2,4,1
3376105317,3,2,1,3,5
2346143701,4,2,3,4,3
4145570289,4,3,3,3,1
173871324,4,3,1,4,3
2703035558,4,1,3,5,4
1938018431,4,2,3,4,4
2105548453,4,3,1,3,1
4000811615,4,3,2,5,1
937796259,4,1,3,3,4
2656808,4,1,1,4,4
3795545741,3,3,3,4,4
444245215,4,3,1,3,2
350843061,3,1,2,3,3
1396483929,4,2,2,4,2
937032190,4,3,3,3,5
342974731,4,3,3,4,2
3959649058,4,1,3,3,2
1815268028,4,1,3,4,3
1063758228,2,1,3,5,1
742755145,4,3,2,3,4
2673485599,4,1,2,3,5
415201920,4,1,2,4,4
3040863418,4,1,2,5,2
447812125,3,2,2,4,5
860635718,4,3,2,3,1
3101309287,4,2,3,3,5
498695527,3,2,1,4,5
4279729834,4,1,2,3,2
2877755027,3,3,3,3,4
2868427074,4,1,1,4,1
4267401623,4,2,2,4,1
3779622514,3,2,3,4,5
1689171488,4,1,2,5,3
1283857425,4,4,3,3,2
3502721443,4,1,3,3,2
2472467148,4,4,1,3,4
882162004,3,2,3,3,1
3774567926,4,1,1,4,4
2580101625,4,3,2,4,5
3587273536,4,1,3,3,1
