product_id,os,storage,aspect,resolution,camera,colour
3500971328,1,2,4,1,3,2
3770602286,1,3,5,2,3,1
2261978484,2,3,4,2,1,2
291365133,1,2,5,1,2,3
4008556200,2,3,5,2,1,4
2247728509,2,4,4,1,3,1
4142179043,1,3,5,2,3,2
3306799829,1,1,5,2,3,4
3581996772,1,2,5,1,2,1
1104751228,2,2,5,1,2,1
3665004476,1,2,5,1,1,1
3587854025,2,1,5,2,1,2
710138687,2,2,4,2,3,4
278550513,2,1,4,1,3,3
960938520,1,4,5,2,2,3
4114596054,1,1,4,1,1,3
3752329792,2,2,4,2,1,4
628408104,1,2,5,2,3,3
2685503539,2,3,4,2,3,2
2199968318,1,1,5,1,2,4
1295829703,1,3,4,2,3,3
755545241,1,3,5,2,2,3
2086156854,1,3,5,2,3,5
3163222243,1,2,4,2,2,5
1386844518,2,1,5,2,3,4
1358521617,1,2,5,1,1,5
2525557195,2,1,5,1,3,4
2002684859,1,4,5,2,2,3
1854055716,1,2,4,2,2,1
3162566184,1,2,5,1,2,1
2610149088,1,1,4,2,2,2
1887202304,1,1,5,1,3,4
4059126281,2,4,5,1,1,4
4090656247,1,1,4,2,3,4
1864138528,1,2,4,1,2,5
3449255132,1,3,4,1,1,3
3427996799,2,2,4,2,1,5
1357609465,1,1,4,2,2,2
3933633931,1,1,4,2,1,2
2686725344,1,1,5,1,3,5
1571583040,1,3,4,2,2,2
1227446409,1,3,4,1,3,3
3438293597,1,3,4,2,2,2
2686215921,1,1,4,2,1,4
3874892816,2,1,5,2,2,3
1648822996,1,2,5,2,2,4
865282855,2,1,4,1,3,5
2438323747,2,1,5,1,3,2
2603297289,1,1,4,2,1,4
3858402536,1,2,4,1,2,1
3406603586,1,1,5,2,3,1
2749419268,2,1,5,2,3,2
2168793121,1,1,5,1,3,4
844275930,1,3,4,2,1,4
3285537876,1,1,4,2,2,4
3245997505,1,1,4,2,3,3
602811685,1,3,5,1,1,4
328816245,1,1,5,1,2,2
3749540711,1,4,5,2,1,4
715267194,1,4,4,1,1,1
1725008815,1,2,5,2,3,4
1754376855,2,2,4,2,1,4
4091188471,1,2,5,1,2,4
2652476744,1,1,5,1,2,4
844401670,1,1,5,2,2,2
1678991817,1,2,5,1,1,5
487966971,1,2,4,2,1,5
770371438,1,2,4,2,1,3
2292395622,1,1,5,2,2,2
2303167076,2,1,5,2,1,5
3278159358,1,2,5,1,2,4
3908673311,2,3,5,1,1,3
367317685,2,2,4,2,1,4
431067881,1,2,5,2,1,2
1499991352,1,1,4,2,3,3
3728028955,1,1,5,1,3,5
2108411088,2,1,4,1,3,2
1765941079,1,1,5,2,3,4
1084811877,1,2,5,2,3,1
416406404,1,3,5,2,3,5
1622806958,1,3,4,1,3,2
1969347496,1,1,4,2,3,5
288142425,2,1,4,1,1,1
204260753,1,3,4,2,1,1
3979372392,2,1,4,2,2,5
932927624,1,4,4,2,1,2
1183117513,1,1,5,2,1,4
2531212339,1,1,4,2,3,4
927925927,1,1,5,2,3,3
2198122106,1,1,4,1,1,3
716913353,1,3,5,2,1,2
3422966434,1,3,5,1,3,5
1407912684,1,1,4,1,3,1
2102830654,2,4,5,1,3,5
2141837364,1,1,5,1,3,4
97444220,1,3,5,1,3,1
2076773390,1,3,5,2,3,3
831747720,1,1,5,1,3,5
3986782530,1,2,5,2,3,2
4117653611,1,2,4,2,3,5
947994570,2,2,5,2,3,5
2696378711,1,2,5,2,2,2
2408672616,1,3,5,2,2,2
586622470,1,1,5,2,2,5
2171128672,1,1,5,2,2,2
817284411,1,3,4,1,3,4
3872804214,1,1,4,2,1,4
2152467410,2,4,5,2,1,1
1037519193,2,1,5,2,3,4
3340582556,1,3,5,2,3,4
658715378,1,2,5,2,1,4
215601867,1,1,4,1,1,3
2254480284,1,1,5,1,2,4
1214883116,1,2,5,1,3,1
2324076003,1,2,5,1,2,1
2465925321,1,1,4,1,1,3
849638311,1,1,5,1,3,2
4066266765,1,1,4,2,1,5
4260443492,1,1,4,2,3,1
2122846137,2,1,5,1,3,2
1027373528,1,2,5,1,3,3
1599100474,2,4,5,1,2,1
3474271778,2,2,4,2,3,1
2636565335,1,2,5,2,3,1
3659605590,2,1,5,1,1,5
2339585783,2,3,5,1,3,4
177991563,1,1,5,2,2,3
4108498577,1,1,4,2,3,5
3345504019,2,3,5,2,1,2
505314394,1,1,5,1,3,2
3982996018,2,1,5,2,3,3
1923196401,1,1,5,1,2,1
2998849625,2,1,5,2,3,4
3357237330,1,1,5,1,1,5
2952484503,2,3,5,2,2,4
2299637553,2,2,5,1,1,5
532335907,1,3,5,2,1,1
197851264,1,4,4,1,3,1
3102352203,2,2,5,2,2,4
3071620869,2,3,4,1,1,2
2766604041,2,2,4,1,1,5
1051787343,1,2,5,2,3,4
264981165,1,1,4,2,2,2
2686541808,1,1,5,2,3,3
3305283434,2,4,5,2,1,2
2332694371,1,4,5,2,2,4
2368499765,2,1,5,2,1,4
1113665590,1,2,5,2,3,5
3410739859,1,1,5,2,3,5
1509272938,2,1,4,2,1,5
735573286,1,3,5,2,2,3
250643503,1,2,5,2,2,4
300175744,2,3,5,2,1,5
2236899777,1,1,5,2,3,5
600707153,1,2,4,2,3,1
1665011230,1,1,5,2,2,5
3512064219,2,2,4,2,2,1
647680202,1,2,5,1,3,3
2944171552,2,1,5,2,1,5
1490273099,1,1,4,2,3,5
1434375406,1,1,4,1,2,1
3665658886,1,2,5,2,3,5
1959657235,2,2,5,2,1,1
2167320314,2,2,5,1,3,2
3401860841,1,2,5,2,1,4
2766481702,1,2,5,1,3,3
1419425868,2,2,5,1,1,2
1924281705,1,2,5,1,2,4
2211045945,1,1,5,1,3,2
